Accession,Species,Genus,Family,Isolate,Virus Taxonomic ID,Virus Name,Length,Isolate Lineage source,leiden,genus,species,infer_genus,cdhit_representative,orf_id,aa_length,phylo_cluster,orf1_genus
MN771226.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-275-60,93678,TTV-like mini virus,2814,"",160,963,1973,Betatorquevirus,MN771226.1,MN771226.1_1,664,24,Betatorquevirus
MN771223.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-235-24,93678,TTV-like mini virus,2937,"",1,106,12,Betatorquevirus,MN771223.1,MN771223.1_1,671,10,Betatorquevirus
MN771221.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-230-9,93678,TTV-like mini virus,3004,"",62,126,974,Betatorquevirus,MN771221.1,MN771221.1_1,684,23,Betatorquevirus
MN771220.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-224-29,93678,TTV-like mini virus,2846,"",42,444,235,Betatorquevirus,MN771220.1,MN771220.1_1,672,24,Betatorquevirus
MN771219.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-130-9,93678,TTV-like mini virus,2936,"",1,27,425,Betatorquevirus,MN771219.1,MN771219.1_1,679,10,Betatorquevirus
MN771217.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-11-32,93678,TTV-like mini virus,2824,"",43,480,1923,Betatorquevirus,MN771217.1,MN771217.1_1,667,24,Betatorquevirus
MN771215.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-581-45,93678,TTV-like mini virus,2805,"",50,13,2019,Betatorquevirus,MN771215.1,MN771215.1_1,663,5,Betatorquevirus
MN771213.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-445-5,93678,TTV-like mini virus,2860,"",50,13,72,Betatorquevirus,MN771213.1,MN771213.1_1,664,5,Betatorquevirus
MN771212.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-368-11,93678,TTV-like mini virus,2826,"",50,13,352,Betatorquevirus,MN771212.1,MN771212.1_1,661,5,Betatorquevirus
MN771208.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-581-37,93678,TTV-like mini virus,2918,"",28,190,258,Betatorquevirus,MN771208.1,MN771208.1_1,673,6,Betatorquevirus
MN771205.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-401-18,93678,TTV-like mini virus,2905,"",28,487,1362,Betatorquevirus,MN771205.1,MN771205.1_1,685,6,Betatorquevirus
MN771204.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-393-16,93678,TTV-like mini virus,2940,"",278,475,1160,Betatorquevirus,MN771204.1,MN771204.1_1,668,27,Hetorquevirus
MN771199.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-87-28,93678,TTV-like mini virus,2869,"",106,688,1637,Betatorquevirus,MN771199.1,MN771199.1_1,667,16,Betatorquevirus
MN771195.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-857-205,93678,TTV-like mini virus,2828,"",0,253,553,Betatorquevirus,MN771195.1,MN771195.1_1,661,2,Betatorquevirus
MN771183.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-779-27,93678,TTV-like mini virus,2885,"",186,877,1522,Betatorquevirus,MN771183.1,MN771183.1_1,665,16,Betatorquevirus
MN771181.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-767-62,93678,TTV-like mini virus,2996,"",36,181,461,Betatorquevirus,MN771181.1,MN771181.1_1,680,20,Betatorquevirus
MN771180.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-760-1,93678,TTV-like mini virus,2944,"",184,456,268,Betatorquevirus,MN771180.1,MN771180.1_1,678,12,Betatorquevirus
MN771177.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-729-1,93678,TTV-like mini virus,2972,"",22,17,61,Betatorquevirus,MN771177.1,MN771177.1_1,674,11,Betatorquevirus
MN771176.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-721-8,93678,TTV-like mini virus,2919,"",26,201,1266,Betatorquevirus,MN771176.1,MN771176.1_1,668,8,Betatorquevirus
MN771173.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-71-20,93678,TTV-like mini virus,2901,"",59,306,195,Betatorquevirus,MN771173.1,MN771173.1_1,663,15,Betatorquevirus
MN771171.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-70-26,93678,TTV-like mini virus,2781,"",54,659,571,Betatorquevirus,MN771171.1,MN771171.1_1,636,3,Betatorquevirus
MN771170.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-696-1,93678,TTV-like mini virus,2923,"",66,177,41,Betatorquevirus,MN771170.1,MN771170.1_1,669,5,Betatorquevirus
MN771169.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-688-3,93678,TTV-like mini virus,2849,"",5,26,340,Betatorquevirus,MN771169.1,MN771169.1_1,656,15,Betatorquevirus
MN771168.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-687-7,93678,TTV-like mini virus,2950,"",6,655,564,Betatorquevirus,MN771168.1,MN771168.1_1,673,11,Betatorquevirus
MN771166.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-686-17,93678,TTV-like mini virus,2860,"",77,266,443,Betatorquevirus,MN771166.1,MN771166.1_1,661,13,Betatorquevirus
MN771163.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-676-21,93678,TTV-like mini virus,2880,"",8,189,1551,Betatorquevirus,MN771163.1,MN771163.1_1,670,17,Betatorquevirus
MN771162.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-676-13,93678,TTV-like mini virus,2895,"",28,190,1449,Betatorquevirus,MN771162.1,MN771162.1_1,673,6,Betatorquevirus
MN771161.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-676-11,93678,TTV-like mini virus,2927,"",28,373,1222,Betatorquevirus,MN771161.1,MN771161.1_1,687,6,Betatorquevirus
MN771159.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-651-25,93678,TTV-like mini virus,2860,"",10,912,1700,Betatorquevirus,MN771159.1,MN771159.1_1,660,13,Betatorquevirus
MN771158.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-642-29,93678,TTV-like mini virus,2838,"",4,404,1843,Betatorquevirus,MN771158.1,MN771158.1_1,654,10,Betatorquevirus
MN771156.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-634-20,93678,TTV-like mini virus,2864,"",58,95,31,Betatorquevirus,MN771156.1,MN771156.1_1,666,13,Betatorquevirus
MN771155.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-628-38,93678,TTV-like mini virus,2808,"",357,970,2008,Betatorquevirus,MN771155.1,MN771155.1_1,668,24,Betatorquevirus
MN771154.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-625-12,93678,TTV-like mini virus,2896,"",2,623,436,Betatorquevirus,MN771154.1,MN771154.1_1,666,16,Betatorquevirus
MN771153.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-624-10,93678,TTV-like mini virus,2881,"",263,575,1546,Betatorquevirus,MN771153.1,MN771153.1_1,668,12,Betatorquevirus
MN771151.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-6-12,93678,TTV-like mini virus,2923,"",7,303,1241,Betatorquevirus,MN771151.1,MN771151.1_1,681,20,Betatorquevirus
MN771150.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-611-151,93678,TTV-like mini virus,2856,"",19,286,276,Betatorquevirus,MN771150.1,MN771150.1_1,657,16,Betatorquevirus
MN771147.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-590-79,93678,TTV-like mini virus,2836,"",229,551,1857,Betatorquevirus,MN771147.1,MN771147.1_1,667,24,Betatorquevirus
MN771145.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-589-13,93678,TTV-like mini virus,2938,"",189,819,1171,Betatorquevirus,MN771145.1,MN771145.1_1,676,18,Betatorquevirus
MN771144.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-587-76,93678,TTV-like mini virus,2846,"",19,602,334,Betatorquevirus,MN771144.1,MN771144.1_1,653,16,Betatorquevirus
MN771141.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-566-25,93678,TTV-like mini virus,2803,"",84,428,160,Betatorquevirus,MN771141.1,MN771141.1_1,652,2,Betatorquevirus
MN771140.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-564-2,93678,TTV-like mini virus,2822,"",29,955,1932,Betatorquevirus,MN771140.1,MN771140.1_1,639,21,Betatorquevirus
MN771139.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-560-3,93678,TTV-like mini virus,3014,"",44,332,145,Betatorquevirus,MN771139.1,MN771139.1_1,680,20,Betatorquevirus
MN771137.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-541-10,93678,TTV-like mini virus,2914,"",167,227,194,Betatorquevirus,MN771137.1,MN771137.1_1,654,19,Betatorquevirus
MN771136.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-535-9,93678,TTV-like mini virus,2855,"",67,512,1732,Betatorquevirus,MN771136.1,MN771136.1_1,673,20,Betatorquevirus
MN771135.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-532-11,93678,TTV-like mini virus,2869,"",89,46,638,Betatorquevirus,MN771135.1,MN771135.1_1,662,13,Betatorquevirus
MN771134.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-52-3,93678,TTV-like mini virus,2899,"",104,856,1417,Betatorquevirus,MN771134.1,MN771134.1_1,664,21,Betatorquevirus
MN771133.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-522-6,93678,TTV-like mini virus,2852,"",10,33,1751,Betatorquevirus,MN771133.1,MN771133.1_1,661,13,Betatorquevirus
MN771129.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-495-11,93678,TTV-like mini virus,2932,"",145,564,1195,Betatorquevirus,MN771129.1,MN771129.1_1,687,23,Betatorquevirus
MN771123.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-475-13,93678,TTV-like mini virus,2806,"",15,329,139,Betatorquevirus,MN771123.1,MN771123.1_1,651,5,Betatorquevirus
MN771120.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-470-12,93678,TTV-like mini virus,2851,"",37,48,1756,Betatorquevirus,MN771120.1,MN771120.1_1,667,20,Betatorquevirus
MN771119.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-461-9,93678,TTV-like mini virus,2892,"",15,686,1470,Betatorquevirus,MN771119.1,MN771119.1_1,657,5,Betatorquevirus
MN771117.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-446-14,93678,TTV-like mini virus,2836,"",134,943,1856,Betatorquevirus,MN771117.1,MN771117.1_1,675,24,Betatorquevirus
MN771115.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-410-4,93678,TTV-like mini virus,2915,"",6,242,109,Betatorquevirus,MN771115.1,MN771115.1_1,672,11,Betatorquevirus
MN771112.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-394-12,93678,TTV-like mini virus,2879,"",125,458,1558,Betatorquevirus,MN771112.1,MN771112.1_1,670,5,Betatorquevirus
MN771111.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-45,93678,TTV-like mini virus,2909,"",196,445,239,Betatorquevirus,MN771111.1,MN771111.1_1,667,16,Betatorquevirus
MN771110.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-22,93678,TTV-like mini virus,2931,"",224,375,1204,Betatorquevirus,MN771110.1,MN771110.1_1,668,8,Betatorquevirus
MN771108.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-38-7,93678,TTV-like mini virus,2901,"",222,346,1396,Betatorquevirus,MN771108.1,MN771108.1_1,673,11,Betatorquevirus
MN771106.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-378-10,93678,TTV-like mini virus,2881,"",37,48,55,Betatorquevirus,MN771106.1,MN771106.1_1,668,20,Betatorquevirus
MN771104.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-369-21,93678,TTV-like mini virus,2868,"",19,286,1645,Betatorquevirus,MN771104.1,MN771104.1_1,658,16,Betatorquevirus
MN771102.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-353-11,93678,TTV-like mini virus,2824,"",92,541,1922,Betatorquevirus,MN771102.1,MN771102.1_1,642,2,Betatorquevirus
MN771098.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-330-16,93678,TTV-like mini virus,2868,"",19,192,1644,Betatorquevirus,MN771098.1,MN771098.1_1,658,16,Betatorquevirus
MN771097.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-330-15,93678,TTV-like mini virus,2869,"",48,23,1636,Betatorquevirus,MN771097.1,MN771097.1_1,653,19,Betatorquevirus
MN771093.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-304-11,93678,TTV-like mini virus,2892,"",7,868,1469,Betatorquevirus,MN771093.1,MN771093.1_1,670,20,Betatorquevirus
MN771092.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-287B-10,93678,TTV-like mini virus,2889,"",7,162,1501,Betatorquevirus,MN771092.1,MN771092.1_1,679,20,Betatorquevirus
MN771091.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-275-62,93678,TTV-like mini virus,2810,"",229,551,1993,Betatorquevirus,MN771091.1,MN771091.1_1,667,24,Betatorquevirus
MN771089.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-271-2,93678,TTV-like mini virus,2920,"",149,518,1258,Betatorquevirus,MN771089.1,MN771089.1_1,667,8,Betatorquevirus
MN771087.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-245-9,93678,TTV-like mini virus,2911,"",95,405,1323,Betatorquevirus,MN771087.1,MN771087.1_1,665,17,Betatorquevirus
MN771086.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-244-14,93678,TTV-like mini virus,2864,"",12,115,1673,Betatorquevirus,MN771086.1,MN771086.1_1,657,4,Betatorquevirus
MN771083.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-12A-4,93678,TTV-like mini virus,2877,"",5,524,1580,Betatorquevirus,MN771083.1,MN771083.1_1,659,15,Betatorquevirus
MN771081.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-119-8,93678,TTV-like mini virus,2908,"",6,19,505,Betatorquevirus,MN771081.1,MN771081.1_1,671,11,Betatorquevirus
MN771080.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-113-19,93678,TTV-like mini virus,2840,"",237,533,1831,Betatorquevirus,MN771080.1,MN771080.1_1,652,2,Betatorquevirus
MN771077.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-106A-23,93678,TTV-like mini virus,2817,"",142,150,1952,Betatorquevirus,MN771077.1,MN771077.1_1,659,17,Betatorquevirus
MN771074.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-676-26,93678,TTV-like mini virus,2832,"",0,0,1877,Betatorquevirus,MN771074.1,MN771074.1_1,657,2,Betatorquevirus
MN771072.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-584-17,93678,TTV-like mini virus,2865,"",237,533,1665,Betatorquevirus,MN771072.1,MN771072.1_1,652,2,Betatorquevirus
MN771070.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-581-18,93678,TTV-like mini virus,2896,"",358,863,1442,Betatorquevirus,MN771070.1,MN771070.1_1,682,18,Betatorquevirus
MN771068.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-528-9,93678,TTV-like mini virus,2802,"",19,977,2033,Betatorquevirus,MN771068.1,MN771068.1_1,656,16,Betatorquevirus
MN771067.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-527-0,93678,TTV-like mini virus,3039,"",3,97,940,Betatorquevirus,MN771067.1,MN771067.1_1,674,14,Betatorquevirus
MN771066.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-502-37,93678,TTV-like mini virus,2835,"",36,944,1859,Betatorquevirus,MN771066.1,MN771066.1_1,725,20,Betatorquevirus
MN771065.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-460-5,93678,TTV-like mini virus,2897,"",63,15,1434,Hetorquevirus,MN771065.1,MN771065.1_1,665,27,Hetorquevirus
MN771063.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-39-8,93678,TTV-like mini virus,2877,"",267,582,1579,Betatorquevirus,MN771063.1,MN771063.1_1,673,7,Betatorquevirus
MN771061.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-380-54,93678,TTV-like mini virus,2842,"",92,541,1814,Betatorquevirus,MN771061.1,MN771061.1_1,642,2,Betatorquevirus
MN771059.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-369-14,93678,TTV-like mini virus,2938,"",4,257,1170,Betatorquevirus,MN771059.1,MN771059.1_1,668,10,Betatorquevirus
MN771057.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-353-49,93678,TTV-like mini virus,2764,"",54,16,2124,Betatorquevirus,MN771057.1,MN771057.1_1,629,3,Betatorquevirus
MN771056.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-35-34,93678,TTV-like mini virus,2867,"",59,306,1651,Betatorquevirus,MN771056.1,MN771056.1_1,663,15,Betatorquevirus
MN771055.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-352-26,93678,TTV-like mini virus,2810,"",92,125,1992,Betatorquevirus,MN771055.1,MN771055.1_1,644,2,Betatorquevirus
MN771051.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-247-27,93678,TTV-like mini virus,2799,"",39,52,2039,Betatorquevirus,MN771051.1,MN771051.1_1,643,2,Betatorquevirus
MN771048.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-604-8,93678,TTV-like mini virus,2968,"",3,50,573,Betatorquevirus,MN771048.1,MN771048.1_1,678,14,Betatorquevirus
MN771046.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-350-18,93678,TTV-like mini virus,2910,"",231,385,1330,Betatorquevirus,MN771046.1,MN771046.1_1,667,24,Betatorquevirus
MN771045.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-309-13,93678,TTV-like mini virus,2943,"",1,27,415,Betatorquevirus,MN771045.1,MN771045.1_1,683,10,Betatorquevirus
MN771044.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-97-8,93678,TTV-like mini virus,2954,"",57,282,1100,Betatorquevirus,MN771044.1,MN771044.1_1,670,22,Betatorquevirus
MN771043.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-584-10,93678,TTV-like mini virus,2934,"",282,592,299,Betatorquevirus,MN771043.1,MN771043.1_1,666,16,Betatorquevirus
MN771042.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-56,93678,TTV-like mini virus,2887,"",83,595,304,Betatorquevirus,MN771042.1,MN771042.1_1,673,9,Betatorquevirus
MN771041.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-314-30,93678,TTV-like mini virus,2749,"",288,566,2138,Betatorquevirus,MN771041.1,MN771041.1_1,651,19,Betatorquevirus
MN771039.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-50-16,93678,TTV-like mini virus,2823,"",87,382,390,Betatorquevirus,MN771039.1,MN771039.1_1,654,2,Betatorquevirus
MN771038.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-266-19,93678,TTV-like mini virus,2819,"",87,382,1943,Betatorquevirus,MN771038.1,MN771038.1_1,653,2,Betatorquevirus
MN771030.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-87-21,93678,TTV-like mini virus,2938,"",146,504,1169,Betatorquevirus,MN771030.1,MN771030.1_1,679,23,Betatorquevirus
MN771027.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-60-5,93678,TTV-like mini virus,2966,"",1,5,438,Betatorquevirus,MN771027.1,MN771027.1_1,666,10,Betatorquevirus
MN771024.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-35-14,93678,TTV-like mini virus,2964,"",1,5,3,Betatorquevirus,MN771024.1,MN771024.1_1,665,10,Betatorquevirus
MN771023.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-100B-26,93678,TTV-like mini virus,3003,"",28,531,975,Betatorquevirus,MN771023.1,MN771023.1_1,680,6,Betatorquevirus
MN771017.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-378-5,93678,TTV-like mini virus,2972,"",34,703,1043,Betatorquevirus,MN771017.1,MN771017.1_1,674,22,Betatorquevirus
MN771016.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-254-23,93678,TTV-like mini virus,2855,"",61,917,1731,Betatorquevirus,MN771016.1,MN771016.1_1,651,21,Betatorquevirus
MN771013.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-810-49,93678,TTV-like mini virus,2890,"",42,572,1488,Betatorquevirus,MN771013.1,MN771013.1_1,670,24,Betatorquevirus
MN771009.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-77-114,93678,TTV-like mini virus,2863,"",182,905,1678,Betatorquevirus,MN771009.1,MN771009.1_1,658,13,Betatorquevirus
MN771006.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-632-2,93678,TTV-like mini virus,2877,"",5,224,1578,Betatorquevirus,MN771006.1,MN771006.1_1,658,15,Betatorquevirus
MN771004.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-590-64,93678,TTV-like mini virus,2840,"",9,213,1830,Betatorquevirus,MN771004.1,MN771004.1_1,671,24,Betatorquevirus
MN770998.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-441-3,93678,TTV-like mini virus,2959,"",10,33,366,Betatorquevirus,MN770998.1,MN770998.1_1,661,13,Betatorquevirus
MN770995.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-87,93678,TTV-like mini virus,2903,"",95,308,1376,Betatorquevirus,MN770995.1,MN770995.1_1,657,17,Betatorquevirus
MN770994.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-119,93678,TTV-like mini virus,2903,"",66,154,101,Betatorquevirus,MN770994.1,MN770994.1_1,668,5,Betatorquevirus
MN770993.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-112,93678,TTV-like mini virus,2831,"",163,265,1883,Betatorquevirus,MN770993.1,MN770993.1_1,657,17,Betatorquevirus
MN770992.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-370-7,93678,TTV-like mini virus,2850,"",0,253,584,Betatorquevirus,MN770992.1,MN770992.1_1,664,2,Betatorquevirus
MN770991.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-369-28,93678,TTV-like mini virus,2841,"",101,92,1821,Betatorquevirus,MN770991.1,MN770991.1_1,664,24,Betatorquevirus
MN770990.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-367-27,93678,TTV-like mini virus,2920,"",12,115,533,Betatorquevirus,MN770990.1,MN770990.1_1,658,4,Betatorquevirus
MN770989.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-365-19,93678,TTV-like mini virus,2878,"",12,128,1566,Betatorquevirus,MN770989.1,MN770989.1_1,653,4,Betatorquevirus
MN770986.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-35-54,93678,TTV-like mini virus,2855,"",90,127,447,Betatorquevirus,MN770986.1,MN770986.1_1,655,21,Betatorquevirus
MN770983.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-349-8,93678,TTV-like mini virus,2990,"",68,305,253,Betatorquevirus,MN770983.1,MN770983.1_1,678,20,Betatorquevirus
MN770973.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-309-19,93678,TTV-like mini virus,2873,"",5,88,261,Betatorquevirus,MN770973.1,MN770973.1_1,657,15,Betatorquevirus
MN770971.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-275-59,93678,TTV-like mini virus,2815,"",201,349,1964,Betatorquevirus,MN770971.1,MN770971.1_1,666,24,Betatorquevirus
MN770970.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-263-10,93678,TTV-like mini virus,2964,"",1,5,1059,Betatorquevirus,MN770970.1,MN770970.1_1,665,10,Betatorquevirus
