Accession,Species,Genus,Family,Isolate,Virus Taxonomic ID,Virus Name,Length,Isolate Lineage source,leiden,genus,species,infer_genus,cdhit_representative,orf_id,aa_length
MW455369.1,Anelloviridae sp.,Unclassified,Anelloviridae,P2-c4,2055263,Anelloviridae sp.,3074,blood,16,4,920,Alphatorquevirus,MW455369.1,MW455369.1_1,740
MW455368.1,Anelloviridae sp.,Unclassified,Anelloviridae,P2-c3,2055263,Anelloviridae sp.,3169,blood,74,263,884,Alphatorquevirus,MW455368.1,MW455368.1_1,642
MW455367.1,Anelloviridae sp.,Unclassified,Anelloviridae,P2-c2,2055263,Anelloviridae sp.,3175,blood,14,11,877,Alphatorquevirus,MZ286008.1,MW455367.1_1,648
MW455366.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c27,2055263,Anelloviridae sp.,2572,blood,65,568,2195,Gammatorquevirus,MZ286149.1,MW455366.1_1,659
MW455365.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c26,2055263,Anelloviridae sp.,2576,blood,158,1009,2193,Gammatorquevirus,MW455365.1,MW455365.1_1,661
MW455364.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c25,2055263,Anelloviridae sp.,2897,blood,197,379,1438,Betatorquevirus,MW455364.1,MW455364.1_1,656
MW455363.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c24,2055263,Anelloviridae sp.,2912,blood,55,140,1314,Betatorquevirus,MW455363.1,MW455363.1_1,660
MW455362.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c23,2055263,Anelloviridae sp.,3092,blood,210,773,913,Unclassified,MW455362.1,MW455362.1_1,652
MW455361.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c19,2055263,Anelloviridae sp.,2555,blood,324,1012,2204,Unclassified,MW455361.1,MW455361.1_1,682
MW455360.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c18,2055263,Anelloviridae sp.,2887,blood,305,279,1514,Unclassified,OZ258670.1,MW455360.1_1,604
MW455359.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c17,2055263,Anelloviridae sp.,2926,blood,16,4,1227,Alphatorquevirus,MW455359.1,MW455359.1_1,738
MW455358.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c16,2055263,Anelloviridae sp.,2853,blood,81,505,1744,Betatorquevirus,MW455358.1,MW455358.1_1,654
MW455357.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c15,2055263,Anelloviridae sp.,2859,blood,164,259,1711,Betatorquevirus,NC_038345.1,MW455357.1_1,650
MW455356.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c14,2055263,Anelloviridae sp.,2947,blood,16,64,1134,Alphatorquevirus,MZ286094.1,MW455356.1_1,732
MW455355.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c13,2055263,Anelloviridae sp.,2955,blood,24,9,1096,Unclassified,MZ286057.1,MW455355.1_1,762
MW455354.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c12,2055263,Anelloviridae sp.,2894,blood,30,290,1458,Betatorquevirus,MW455354.1,MW455354.1_1,675
MW455353.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c10,2055263,Anelloviridae sp.,2987,blood,73,521,1012,Alphatorquevirus,MZ286184.1,MW455353.1_1,752
MW455352.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c8,2055263,Anelloviridae sp.,3091,blood,71,338,914,Unclassified,MW455352.1,MW455352.1_1,768
MW455351.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c7,2055263,Anelloviridae sp.,3108,blood,246,772,912,Unclassified,MW455351.1,MW455351.1_1,775
MW455350.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c6,2055263,Anelloviridae sp.,3120,blood,24,44,906,Unclassified,MZ286152.1,MW455350.1_1,756
MW455349.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c5,2055263,Anelloviridae sp.,3154,blood,14,360,895,Alphatorquevirus,MW455349.1,MW455349.1_1,647
MW455348.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c4,2055263,Anelloviridae sp.,3243,blood,71,195,817,Unclassified,MW455348.1,MW455348.1_1,772
MW455347.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c3,2055263,Anelloviridae sp.,3487,blood,35,392,783,Alphatorquevirus,MW455347.1,MW455347.1_1,757
MW455346.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c2,2055263,Anelloviridae sp.,3569,blood,35,732,758,Alphatorquevirus,MW455346.1,MW455346.1_1,745
MW455345.1,Anelloviridae sp.,Unclassified,Anelloviridae,P1-c1,2055263,Anelloviridae sp.,3687,blood,13,6,295,Alphatorquevirus,OR148953.1,MW455345.1_1,765
MT783407.1,Torque teno virus,Unclassified,Anelloviridae,"",68887,Torque teno virus,3476,"",56,202,788,Unclassified,OQ283124.1,MT783407.1_1,763
MT783406.1,Torque teno virus,Unclassified,Anelloviridae,"",68887,Torque teno virus,3633,"",32,356,744,Alphatorquevirus,MT783406.1,MT783406.1_1,744
MT783405.1,Torque teno virus,Unclassified,Anelloviridae,"",68887,Torque teno virus,3732,"",71,365,715,Unclassified,MT783405.1,MT783405.1_1,767
MT783404.1,Torque teno virus,Unclassified,Anelloviridae,"",68887,Torque teno virus,3700,"",20,85,726,Alphatorquevirus,MT783404.1,MT783404.1_1,765
MT783403.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,"",93678,TTV-like mini virus,2897,"",2,861,1437,Betatorquevirus,MT783403.1,MT783403.1_1,675
MT506589.1,Torque teno virus,Unclassified,Anelloviridae,0405_TTV3,68887,Torque teno virus,3245,brain,93,744,816,Gammatorquevirus,MT506589.1,MT506589.1_1,675
MT506588.1,Torque teno virus,Unclassified,Anelloviridae,0405_TTV2,68887,Torque teno virus,2900,brain,5,474,1410,Betatorquevirus,MT506588.1,MT506588.1_1,667
MT501653.1,Anellovirus cyc/2019,Unclassified,Anelloviridae,cyc/2019,2749447,Anellovirus cyc/2019,3651,"",173,298,273,Unclassified,MT501646.1,MT501653.1_1,734
MT501652.1,Torque teno virus,Unclassified,Anelloviridae,cyc/2019,2749454,TT virus cyc/2019,3753,"",16,4,313,Alphatorquevirus,MT501648.1,MT501652.1_1,736
MT501649.1,Anellovirus cyb/2019,Unclassified,Anelloviridae,cyb/2019,2749446,Anellovirus cyb/2019,3650,"",173,298,273,Unclassified,MT501646.1,MT501649.1_1,734
MT501648.1,Torque teno virus,Unclassified,Anelloviridae,cyb/2019,2749453,TT virus cyb/2019,3759,"",16,4,662,Alphatorquevirus,MT501648.1,MT501648.1_1,736
MT501646.1,Anellovirus cya/2019,Unclassified,Anelloviridae,cya/2019,2749445,Anellovirus cya/2019,3651,"",173,298,273,Unclassified,MT501646.1,MT501646.1_1,734
MT501645.1,Torque teno virus,Unclassified,Anelloviridae,cya/2019,2749452,TT virus cya/2019,3756,"",16,4,313,Alphatorquevirus,MT501648.1,MT501645.1_1,736
MT210805.1,Human anellovirus zj-ad 1,Unclassified,Anelloviridae,"",2778524,Human anellovirus zj-ad 1,2841,"",34,549,1823,Betatorquevirus,MT210805.1,MT210805.1_1,670
MT157223.1,Anelloviridae sp.,Unclassified,Anelloviridae,"",2055263,Anelloviridae sp.,2875,oronasopharynx,57,476,1599,Betatorquevirus,MT157223.1,MT157223.1_1,669
MN774989.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-405-3,432261,Torque teno midi virus,3111,"",251,771,910,Unclassified,MN774989.1,MN774989.1_1,663
MN774988.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-353-59,432261,Torque teno midi virus,3301,"",154,738,804,Samektorquevirus,MN774988.1,MN774988.1_1,666
MN774987.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-403-16,432261,Torque teno midi virus,3269,"",75,742,810,Gammatorquevirus,MN774987.1,MN774987.1_1,668
MN774986.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-420-5,432261,Torque teno midi virus,3083,"",309,775,916,Unclassified,MN774986.1,MN774986.1_1,658
MN774985.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-348-4,432261,Torque teno midi virus,2998,"",75,784,982,Gammatorquevirus,MN774985.1,MN774985.1_1,662
MN774984.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-459-2,432261,Torque teno midi virus,3033,"",155,393,948,Gammatorquevirus,MN774984.1,MN774984.1_1,674
MN774983.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-426-3,432261,Torque teno midi virus,2861,"",155,393,1694,Gammatorquevirus,MN774984.1,MN774983.1_1,674
MN774982.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-618-7,432261,Torque teno midi virus,3009,"",156,388,967,Gammatorquevirus,OZ258705.1,MN774982.1_1,666
MN774981.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-635-1,432261,Torque teno midi virus,2963,"",210,800,1060,Unclassified,MN774981.1,MN774981.1_1,650
MN774980.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-429-7,432261,Torque teno midi virus,2991,"",65,149,997,Gammatorquevirus,MN774980.1,MN774980.1_1,667
MN774979.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-329-2,432261,Torque teno midi virus,2966,"",208,538,1056,Unclassified,MN774942.1,MN774979.1_1,656
MN774978.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-591-21,432261,Torque teno midi virus,2941,"",137,818,1158,Unclassified,MN774978.1,MN774978.1_1,668
MN774977.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-668-0,432261,Torque teno midi virus,3010,"",316,782,966,Unclassified,MN774977.1,MN774977.1_1,669
MN774976.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-531-1,432261,Torque teno midi virus,2988,"",317,790,1003,Unclassified,MN774976.1,MN774976.1_1,660
MN774975.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-458B-3,432261,Torque teno midi virus,3010,"",178,781,965,Unclassified,MN774975.1,MN774975.1_1,661
MN774974.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-45-3,432261,Torque teno midi virus,2977,"",156,797,1035,Gammatorquevirus,MN774974.1,MN774974.1_1,660
MN774973.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-562-17,432261,Torque teno midi virus,2961,"",121,804,1075,Gammatorquevirus,MN774973.1,MN774973.1_1,673
MN774972.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-114-8,432261,Torque teno midi virus,2961,"",207,459,1074,Unclassified,MN774972.1,MN774972.1_1,657
MN774971.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-640-34,432261,Torque teno midi virus,2896,"",177,864,1444,Gammatorquevirus,MN774971.1,MN774971.1_1,665
MN774970.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-584-6,432261,Torque teno midi virus,2997,"",122,785,984,Gammatorquevirus,MN774970.1,MN774970.1_1,663
MN774969.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-76-2,432261,Torque teno midi virus,2989,"",178,462,999,Unclassified,MN774969.1,MN774969.1_1,658
MN774968.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-47-21,432261,Torque teno midi virus,2856,"",178,915,1728,Unclassified,MN774968.1,MN774968.1_1,658
MN774967.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-335-8,432261,Torque teno midi virus,2866,"",178,462,1657,Unclassified,MN774967.1,MN774967.1_1,657
MN774965.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-276-16,432261,Torque teno midi virus,2723,"",315,348,2151,Unclassified,MN774965.1,MN774965.1_1,663
MN774964.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-496-0,432261,Torque teno midi virus,2993,"",157,788,994,Unclassified,MN774964.1,MN774964.1_1,668
MN774963.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-412-9,432261,Torque teno midi virus,2857,"",137,497,1718,Unclassified,MN774963.1,MN774963.1_1,665
MN774962.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-50-20,432261,Torque teno midi virus,2902,"",93,370,1390,Gammatorquevirus,MN774962.1,MN774962.1_1,677
MN774961.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-48-1,432261,Torque teno midi virus,2956,"",122,808,1093,Gammatorquevirus,MN774961.1,MN774961.1_1,661
MN774960.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-358-1,432261,Torque teno midi virus,2892,"",137,544,1472,Unclassified,MN774952.1,MN774960.1_1,672
MN774959.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-569-59,432261,Torque teno midi virus,2923,"",154,350,1243,Samektorquevirus,MN774959.1,MN774959.1_1,663
MN774958.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-595-49,432261,Torque teno midi virus,2894,"",123,866,1457,Gammatorquevirus,MN774958.1,MN774958.1_1,653
MN774957.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-549-8,432261,Torque teno midi virus,2947,"",155,393,1133,Gammatorquevirus,MN774984.1,MN774957.1_1,674
MN774956.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-610-7,432261,Torque teno midi virus,3056,"",215,779,934,Samektorquevirus,MN774956.1,MN774956.1_1,661
MN774955.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-390-23,432261,Torque teno midi virus,3060,"",93,778,932,Gammatorquevirus,MN774955.1,MN774955.1_1,662
MN774954.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-396-35,432261,Torque teno midi virus,2986,"",93,371,1014,Gammatorquevirus,MN774954.1,MN774954.1_1,711
MN774953.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-525-8,432261,Torque teno midi virus,3086,"",208,774,915,Unclassified,MN774953.1,MN774953.1_1,654
MN774952.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-333-2,432261,Torque teno midi virus,3229,"",137,544,831,Unclassified,MN774952.1,MN774952.1_1,672
MN774951.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-252-4,432261,Torque teno midi virus,3207,"",137,497,851,Unclassified,MN774951.1,MN774951.1_1,665
MN774950.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-131-3,432261,Torque teno midi virus,3198,"",252,755,857,Unclassified,MN774950.1,MN774950.1_1,658
MN774949.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-389-3,432261,Torque teno midi virus,3185,"",65,760,868,Gammatorquevirus,MN774949.1,MN774949.1_1,655
MN774948.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-355-4,432261,Torque teno midi virus,3191,"",214,758,862,Unclassified,MN774948.1,MN774948.1_1,651
MN774946.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-782-16,432261,Torque teno midi virus,3010,"",259,530,964,Unclassified,MN774945.1,MN774946.1_1,655
MN774945.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-116-48,432261,Torque teno midi virus,3019,"",259,530,955,Unclassified,MN774945.1,MN774945.1_1,655
MN774944.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-336-2,432261,Torque teno midi virus,3195,"",75,756,858,Gammatorquevirus,MN774944.1,MN774944.1_1,663
MN774943.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-391-3,432261,Torque teno midi virus,3181,"",207,459,871,Unclassified,MN774943.1,MN774943.1_1,660
MN774942.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-498-1,432261,Torque teno midi virus,3179,"",208,538,874,Unclassified,MN774942.1,MN774942.1_1,656
MN774941.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-364-0,432261,Torque teno midi virus,3220,"",93,749,843,Gammatorquevirus,MN774941.1,MN774941.1_1,670
MN774940.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-108-10,432261,Torque teno midi virus,3229,"",75,482,830,Gammatorquevirus,MN774940.1,MN774940.1_1,669
MN774939.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-573-3,432261,Torque teno midi virus,3248,"",179,343,814,Memtorquevirus,MN774939.1,MN774939.1_1,672
MN774938.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-355-3,432261,Torque teno midi virus,3228,"",179,343,833,Memtorquevirus,MN774938.1,MN774938.1_1,665
MN774937.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-768-12,432261,Torque teno midi virus,3072,"",137,776,923,Unclassified,MN774937.1,MN774937.1_1,665
MN774936.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-362-29,432261,Torque teno midi virus,3065,"",321,777,928,Unclassified,MN774936.1,MN774936.1_1,677
MN774935.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-861-232,432261,Torque teno midi virus,2642,"",319,1004,2173,Unclassified,MN774935.1,MN774935.1_1,670
MN774934.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-521-5,432261,Torque teno midi virus,3033,"",154,350,947,Samektorquevirus,MN774934.1,MN774934.1_1,662
MN774933.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-398-7,432261,Torque teno midi virus,3038,"",216,467,941,Unclassified,MN774933.1,MN774933.1_1,660
MN774932.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-376-5,432261,Torque teno midi virus,3066,"",216,713,927,Unclassified,MN774932.1,MN774932.1_1,658
MN774931.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-235-13,432261,Torque teno midi virus,3043,"",212,413,471,Unclassified,MN774928.1,MN774931.1_1,667
MN774930.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-542-8,432261,Torque teno midi virus,3037,"",179,343,942,Memtorquevirus,MN774930.1,MN774930.1_1,663
MN774929.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-361-6,432261,Torque teno midi virus,3053,"",216,467,935,Unclassified,MN774929.1,MN774929.1_1,658
MN774928.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-388-8,432261,Torque teno midi virus,3043,"",212,413,471,Unclassified,MN774928.1,MN774928.1_1,667
MN774927.1,Torque teno midi virus,Unclassified,Anelloviridae,SAfiA-350-6,432261,Torque teno midi virus,3057,"",212,413,933,Unclassified,MN774927.1,MN774927.1_1,666
MN771514.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-83,93678,TTV-like mini virus,2917,"",4,151,374,Betatorquevirus,MN771514.1,MN771514.1_1,672
MN771513.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-894-18,93678,TTV-like mini virus,2935,"",36,167,151,Betatorquevirus,MN770490.1,MN771513.1_1,670
MN771512.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-88-32,93678,TTV-like mini virus,2826,"",241,639,520,Betatorquevirus,MN771372.1,MN771512.1_1,670
MN771511.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-88-20,93678,TTV-like mini virus,2865,"",334,903,1666,Betatorquevirus,MN771511.1,MN771511.1_1,662
MN771510.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-87-46,93678,TTV-like mini virus,2824,"",9,69,1924,Betatorquevirus,MN771510.1,MN771510.1_1,659
MN771509.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-868-21,93678,TTV-like mini virus,2825,"",9,66,1915,Betatorquevirus,MN769737.1,MN771509.1_1,659
MN771508.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-859-14,93678,TTV-like mini virus,2900,"",26,223,105,Betatorquevirus,MN769237.1,MN771508.1_1,665
MN771507.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-85-1,93678,TTV-like mini virus,2819,"",89,46,243,Betatorquevirus,MN771443.1,MN771507.1_1,663
MN771506.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-825-0,93678,TTV-like mini virus,2876,"",3,661,579,Betatorquevirus,MN769348.1,MN771506.1_1,675
MN771505.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-812-68,93678,TTV-like mini virus,2869,"",183,288,494,Betatorquevirus,MN771505.1,MN771505.1_1,657
MN771504.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-810-69,93678,TTV-like mini virus,2701,"",372,999,2157,Betatorquevirus,MN771504.1,MN771504.1_1,632
MN771503.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-789-7,93678,TTV-like mini virus,2891,"",169,296,292,Betatorquevirus,MN771421.1,MN771503.1_1,676
MN771502.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-77-127,93678,TTV-like mini virus,2872,"",148,175,33,Betatorquevirus,MN770868.1,MN771502.1_1,666
MN771501.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-77-109,93678,TTV-like mini virus,2882,"",12,699,1542,Betatorquevirus,MN771501.1,MN771501.1_1,664
MN771500.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-766-286,93678,TTV-like mini virus,2903,"",10,160,1378,Betatorquevirus,MN771500.1,MN771500.1_1,666
MN771499.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-766-277,93678,TTV-like mini virus,2957,"",180,603,337,Betatorquevirus,MN771499.1,MN771499.1_1,682
MN771498.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-756-3,93678,TTV-like mini virus,2932,"",22,17,16,Betatorquevirus,MN770131.1,MN771498.1_1,675
MN771497.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-750-8,93678,TTV-like mini virus,2951,"",4,49,9,Betatorquevirus,MN769998.1,MN771497.1_1,673
MN771496.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-727-6,93678,TTV-like mini virus,2808,"",41,212,2010,Betatorquevirus,MN771496.1,MN771496.1_1,677
MN771495.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-724-7,93678,TTV-like mini virus,2918,"",149,396,1272,Betatorquevirus,MN771495.1,MN771495.1_1,668
MN771494.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-715-2,93678,TTV-like mini virus,2977,"",108,159,73,Betatorquevirus,MN769977.1,MN771494.1_1,686
MN771493.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-697-2,93678,TTV-like mini virus,2912,"",26,80,38,Betatorquevirus,MN769253.1,MN771493.1_1,670
MN771492.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-687-15,93678,TTV-like mini virus,2846,"",0,0,218,Betatorquevirus,MN769365.1,MN771492.1_1,671
MN771491.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-685-15,93678,TTV-like mini virus,2838,"",153,179,50,Betatorquevirus,MN769870.1,MN771491.1_1,668
MN771490.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-683-4,93678,TTV-like mini virus,2907,"",167,227,194,Betatorquevirus,MN771137.1,MN771490.1_1,654
MN771489.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-667-11,93678,TTV-like mini virus,2911,"",26,80,197,Betatorquevirus,MN769253.1,MN771489.1_1,670
MN771488.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-667-10,93678,TTV-like mini virus,2914,"",57,363,1298,Betatorquevirus,MN769045.1,MN771488.1_1,672
MN771487.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-657-40,93678,TTV-like mini virus,2856,"",7,440,227,Betatorquevirus,MN770541.1,MN771487.1_1,680
MN771486.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-651-32,93678,TTV-like mini virus,2843,"",0,0,503,Betatorquevirus,MN771486.1,MN771486.1_1,661
MN771485.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-650-8,93678,TTV-like mini virus,2852,"",66,154,101,Betatorquevirus,MN770994.1,MN771485.1_1,668
MN771484.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-647-13,93678,TTV-like mini virus,2872,"",170,216,185,Betatorquevirus,MN769701.1,MN771484.1_1,668
MN771483.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-639-1611,93678,TTV-like mini virus,2801,"",19,24,1,Betatorquevirus,MN769033.1,MN771483.1_1,656
MN771482.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-636-86,93678,TTV-like mini virus,2931,"",116,239,249,Betatorquevirus,MN769209.1,MN771482.1_1,665
MN771481.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-628-67,93678,TTV-like mini virus,2739,"",12,128,2143,Betatorquevirus,MN771481.1,MN771481.1_1,653
MN771480.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-628-31,93678,TTV-like mini virus,2869,"",55,100,39,Betatorquevirus,MK212030.1,MN771480.1_1,660
MN771479.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-626-23,93678,TTV-like mini virus,2863,"",365,906,1679,Betatorquevirus,MN771479.1,MN771479.1_1,675
