Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
MN769394.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-453-8,,"MAG: TTV-like mini virus isolate SAfiA-453-8, complete genome",2885,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769395.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-45-4,,"MAG: TTV-like mini virus isolate SAfiA-45-4, complete genome",2933,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769396.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-454-7,,"MAG: TTV-like mini virus isolate SAfiA-454-7, complete genome",2890,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769397.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-45-5,,"MAG: TTV-like mini virus isolate SAfiA-45-5, complete genome",2910,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769398.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-460-9,,"MAG: TTV-like mini virus isolate SAfiA-460-9, complete genome",2858,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769401.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-469-10,,"MAG: TTV-like mini virus isolate SAfiA-469-10, complete genome",2786,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769402.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-469-6,,"MAG: TTV-like mini virus isolate SAfiA-469-6, complete genome",2910,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769403.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-470-7,,"MAG: TTV-like mini virus isolate SAfiA-470-7, complete genome",2949,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769404.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-47-10,,"MAG: TTV-like mini virus isolate SAfiA-47-10, complete genome",2941,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769405.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-47-14,,"MAG: TTV-like mini virus isolate SAfiA-47-14, complete genome",2879,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769406.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-475-12,,"MAG: TTV-like mini virus isolate SAfiA-475-12, complete genome",2851,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769407.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-475-5,,"MAG: TTV-like mini virus isolate SAfiA-475-5, complete genome",2935,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769408.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-476-3,,"MAG: TTV-like mini virus isolate SAfiA-476-3, complete genome",2935,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769409.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-476-6,,"MAG: TTV-like mini virus isolate SAfiA-476-6, complete genome",2913,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769410.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-476-8,,"MAG: TTV-like mini virus isolate SAfiA-476-8, complete genome",2900,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769411.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-476-9,,"MAG: TTV-like mini virus isolate SAfiA-476-9, complete genome",2863,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769412.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-477-5,,"MAG: TTV-like mini virus isolate SAfiA-477-5, complete genome",2848,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769413.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-478-14,,"MAG: TTV-like mini virus isolate SAfiA-478-14, complete genome",2933,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769414.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-478-15,,"MAG: TTV-like mini virus isolate SAfiA-478-15, complete genome",2916,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769415.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-478-20,,"MAG: TTV-like mini virus isolate SAfiA-478-20, complete genome",2872,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769416.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-478-22,,"MAG: TTV-like mini virus isolate SAfiA-478-22, complete genome",2864,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769417.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-478-27,,"MAG: TTV-like mini virus isolate SAfiA-478-27, complete genome",2820,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769418.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-481-10,,"MAG: TTV-like mini virus isolate SAfiA-481-10, complete genome",2909,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769419.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-481-11,,"MAG: TTV-like mini virus isolate SAfiA-481-11, complete genome",2911,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769420.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-481-12,,"MAG: TTV-like mini virus isolate SAfiA-481-12, complete genome",2893,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769421.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-481-16,,"MAG: TTV-like mini virus isolate SAfiA-481-16, complete genome",2816,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769422.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-481-9,,"MAG: TTV-like mini virus isolate SAfiA-481-9, complete genome",2931,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769423.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-482-10,,"MAG: TTV-like mini virus isolate SAfiA-482-10, complete genome",2823,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769424.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-484-9,,"MAG: TTV-like mini virus isolate SAfiA-484-9, complete genome",2876,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769425.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-488-4,,"MAG: TTV-like mini virus isolate SAfiA-488-4, complete genome",2956,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769426.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-488-6,,"MAG: TTV-like mini virus isolate SAfiA-488-6, complete genome",2879,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769427.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-488-7,,"MAG: TTV-like mini virus isolate SAfiA-488-7, complete genome",2856,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769428.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-491-14,,"MAG: TTV-like mini virus isolate SAfiA-491-14, complete genome",2906,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769429.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-49-12,,"MAG: TTV-like mini virus isolate SAfiA-49-12, complete genome",2831,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN769430.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-49-14,,"MAG: TTV-like mini virus isolate SAfiA-49-14, complete genome",2847,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
