Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Geographic State	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Segment	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
MN774956.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-610-7			3056				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774955.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-390-23			3060				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774954.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-396-35			2986				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774953.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-525-8			3086				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774952.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-333-2			3229				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774951.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-252-4			3207				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774950.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-131-3			3198				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774949.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-389-3			3185				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774948.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-355-4			3191				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774946.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-782-16			3010				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774945.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-116-48			3019				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774944.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-336-2			3195				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774943.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-391-3			3181				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774942.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-498-1			3179				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774941.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-364-0			3220				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774940.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-108-10			3229				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774939.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-573-3			3248				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774938.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-355-3			3228				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774937.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-768-12			3072				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774936.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-362-29			3065				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774935.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-861-232			2642				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774934.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-521-5			3033				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774933.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-398-7			3038				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774932.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-376-5			3066				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774931.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-235-13			3043				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774930.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-542-8			3037				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774929.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-361-6			3053				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774928.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-388-8			3043				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN774927.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-350-6			3057				1		2021-12-26T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.-A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Tapparel,C.,Zanella,M.-C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.	2021-12-26T00:00:00Z								Torque teno midi virus		432261
MN771514.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-388-83			2917				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN771513.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-894-18			2935				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN771512.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-88-32			2826				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN771511.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-88-20			2865				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN771510.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-87-46			2824				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN771509.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-868-21			2825				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN771508.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-859-14			2900				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN771507.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2016	SAfiA-85-1			2819				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN771506.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-825-0			2876				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN771505.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-812-68			2869				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN771504.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-810-69			2701				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
